"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.49    ,  0.20  
MgO     ,  6.63    ,  0.25  
Al2O3   ,  9.46    ,  0.29  
SiO2    , 47.48    ,  0.75  
P2O5    ,  1.14    ,  0.07  
SO3     ,  8.77    ,  0.22  
Cl      ,  0.65    ,  0.04  
K2O     ,  0.73    ,  0.04  
CaO     ,  4.36    ,  0.08  
TiO2    ,  1.02    ,  0.07  
Cr2O3   ,  0.30    ,  0.03  
MnO     ,  0.30    ,  0.03  
FeO     , 16.08    ,  0.20  
Ni      ,  0.2244  ,  0.0115
Zn      ,  0.1879  ,  0.0060
Br      ,  0.0094  ,  0.0015
