"Target: Morrison_DRT_raster4, Contains DAT files: APB_466230825ESC07740421020_______M1.DAT"
 2876.3  ,      55
 2900.7  ,      54
 2925.1  ,      55
 2949.5  ,      50
 2973.9  ,      58
 2998.3  ,      49
 3022.7  ,      42
 3047.1  ,      43
 3071.5  ,      36
 3095.9  ,      41
 3120.3  ,      38
 3144.7  ,      39
 3169.1  ,      50
 3193.5  ,      59
 3217.9  ,     103
 3242.3  ,     153
 3266.7  ,     205
 3291.1  ,     249
 3315.5  ,     281
 3339.9  ,     254
 3364.3  ,     183
 3388.7  ,     107
 3413.1  ,      96
 3437.5  ,      76
 3461.9  ,      77
 3486.3  ,      71
 3510.7  ,      83
 3535.1  ,     104
 3559.5  ,     159
 3583.9  ,     277
 3608.3  ,     462
 3632.7  ,     669
 3657.1  ,     792
 3681.5  ,     865
 3705.9  ,     779
 3730.3  ,     546
 3754.7  ,     344
 3779.1  ,     179
 3803.5  ,      98
 3827.9  ,      65
 3852.3  ,      52
 3876.7  ,      44
 3901.1  ,      40
 3925.5  ,      82
 3949.9  ,     105
 3974.3  ,     118
 3998.7  ,     122
 4023.1  ,     125
 4047.5  ,     106
 4071.9  ,      85
 4096.3  ,      77
 4120.7  ,      49
 4145.1  ,      40
 4169.4  ,      33
 4193.8  ,      35
 4218.2  ,      35
 4242.6  ,      25
 4267.0  ,      31
 4291.4  ,      31
 4315.8  ,      32
 4340.2  ,      45
 4364.6  ,      45
 4389.0  ,      69
 4413.4  ,     110
 4437.8  ,     128
 4462.2  ,     190
 4486.6  ,     206
 4511.0  ,     173
 4535.4  ,     154
 4559.8  ,     122
 4584.2  ,     101
 4608.6  ,      63
 4633.0  ,      50
 4657.4  ,      56
 4681.8  ,      45
 4706.2  ,      42
 4730.6  ,      41
 4755.0  ,      30
 4779.4  ,      33
 4803.8  ,      35
 4828.2  ,      53
 4852.6  ,      36
 4877.0  ,      51
 4901.4  ,      50
 4925.8  ,      56
 4950.2  ,      47
 4974.6  ,      49
 4999.0  ,      30
 5023.4  ,      45
 5047.8  ,      34
 5072.2  ,      33
 5096.6  ,      38
 5121.0  ,      38
 5145.4  ,      31
 5169.8  ,      28
 5194.2  ,      40
 5218.6  ,      32
 5243.0  ,      39
 5267.4  ,      48
 5291.8  ,      59
 5316.2  ,      72
 5340.6  ,      90
 5365.0  ,      95
 5389.4  ,     128
 5413.8  ,     100
 5438.2  ,     111
 5462.6  ,      79
 5487.0  ,      61
 5511.4  ,      36
 5535.8  ,      48
 5560.2  ,      38
 5584.6  ,      40
 5609.0  ,      28
 5633.3  ,      37
 5657.7  ,      52
 5682.1  ,      41
 5706.5  ,      46
 5730.9  ,      56
 5755.3  ,      50
 5779.7  ,      90
 5804.1  ,     111
 5828.5  ,     138
 5852.9  ,     183
 5877.3  ,     164
 5901.7  ,     190
 5926.1  ,     141
 5950.5  ,     125
 5974.9  ,     117
 5999.3  ,      88
 6023.7  ,      74
 6048.1  ,     108
 6072.5  ,     100
 6096.9  ,      97
 6121.3  ,     117
 6145.7  ,     157
 6170.1  ,     219
 6194.5  ,     316
 6218.9  ,     548
 6243.3  ,    1083
 6267.7  ,    1898
 6292.1  ,    3306
 6316.5  ,    4845
 6340.9  ,    6522
 6365.3  ,    7783
 6389.7  ,    7809
 6414.1  ,    7064
 6438.5  ,    5344
 6462.9  ,    3538
 6487.3  ,    2016
 6511.7  ,    1098
 6536.1  ,     479
 6560.5  ,     215
 6584.9  ,      95
 6609.3  ,      65
 6633.7  ,      41
 6658.1  ,      35
 6682.5  ,      30
 6706.9  ,      29
 6731.3  ,      39
 6755.7  ,      48
 6780.1  ,      42
 6804.5  ,      63
 6828.9  ,      76
 6853.3  ,     109
 6877.7  ,     196
 6902.1  ,     254
 6926.5  ,     400
 6950.9  ,     626
 6975.3  ,     863
 6999.7  ,    1047
 7024.1  ,    1175
 7048.5  ,    1254
 7072.9  ,    1034
 7097.2  ,     798
 7121.6  ,     601
 7146.0  ,     364
 7170.4  ,     212
 7194.8  ,      90
 7219.2  ,      49
 7243.6  ,      30
 7268.0  ,      23
 7292.4  ,      26
 7316.8  ,      51
 7341.2  ,      63
 7365.6  ,      98
 7390.0  ,     135
 7414.4  ,     164
 7438.8  ,     209
 7463.2  ,     195
 7487.6  ,     198
 7512.0  ,     134
 7536.4  ,      98
 7560.8  ,      58
 7585.2  ,      37
 7609.6  ,      36
 7634.0  ,      18
 7658.4  ,      23
 7682.8  ,      22
 7707.2  ,      13
 7731.6  ,       7
 7756.0  ,      11
 7780.4  ,      13
 7804.8  ,      14
 7829.2  ,      18
 7853.6  ,      18
 7878.0  ,      20
 7902.4  ,      14
 7926.8  ,      20
 7951.2  ,      11
 7975.6  ,      21
 8000.0  ,      11
 8024.4  ,      18
 8048.8  ,      16
 8073.2  ,      15
 8097.6  ,      15
 8122.0  ,      19
 8146.4  ,      22
 8170.8  ,      29
 8195.2  ,      39
 8219.6  ,      40
 8244.0  ,      45
 8268.4  ,      34
 8292.8  ,      33
 8317.2  ,      43
 8341.6  ,      21
 8366.0  ,      27
 8390.4  ,      23
 8414.8  ,      30
 8439.2  ,      36
 8463.6  ,      66
 8488.0  ,      72
 8512.4  ,     112
 8536.8  ,     164
 8561.1  ,     207
 8585.5  ,     249
 8609.9  ,     259
 8634.3  ,     266
 8658.7  ,     209
 8683.1  ,     188
 8707.5  ,     129
 8731.9  ,      77
 8756.3  ,      52
 8780.7  ,      30
 8805.1  ,      23
 8829.5  ,      18
 8853.9  ,      21
 8878.3  ,      13
 8902.7  ,      11
 8927.1  ,       6
 8951.5  ,       9
 8975.9  ,      17
 9000.3  ,       9
 9024.7  ,      11
 9049.1  ,      11
 9073.5  ,      14
 9097.9  ,      12
 9122.3  ,      12
 9146.7  ,       7
 9171.1  ,      13
 9195.5  ,      13
 9219.9  ,      12
 9244.3  ,      14
 9268.7  ,      18
 9293.1  ,      13
 9317.5  ,      12
 9341.9  ,      13
 9366.3  ,      15
 9390.7  ,      11
 9415.1  ,      26
 9439.5  ,      34
 9463.9  ,      32
 9488.3  ,      29
 9512.7  ,      42
 9537.1  ,      54
 9561.5  ,      54
 9585.9  ,      59
 9610.3  ,      44
 9634.7  ,      43
 9659.1  ,      31
 9683.5  ,      27
 9707.9  ,      22
 9732.3  ,      11
 9756.7  ,      22
 9781.1  ,      28
 9805.5  ,      23
 9829.9  ,      29
 9854.3  ,      18
 9878.7  ,      23
 9903.1  ,      25
 9927.5  ,      30
 9951.9  ,      19
 9976.3  ,      21
10000.7  ,      11
10025.1  ,       9
10049.4  ,       8
10073.8  ,       9
10098.2  ,       8
10122.6  ,       5
10147.0  ,       5
10171.4  ,      20
10195.8  ,      12
10220.2  ,      15
10244.6  ,      14
10269.0  ,      16
10293.4  ,       9
10317.8  ,      12
10342.2  ,      13
10366.6  ,      14
10391.0  ,      11
10415.4  ,      16
10439.8  ,      18
10464.2  ,      14
10488.6  ,      35
10513.0  ,      24
10537.4  ,      19
10561.8  ,      16
10586.2  ,      23
10610.6  ,      18
10635.0  ,      18
10659.4  ,      11
10683.8  ,      14
10708.2  ,      12
10732.6  ,       7
10757.0  ,       8
10781.4  ,      10
10805.8  ,      11
10830.2  ,      10
10854.6  ,      11
10879.0  ,      15
10903.4  ,       6
10927.8  ,      16
10952.2  ,      19
10976.6  ,      12
11001.0  ,      15
11025.4  ,      14
11049.8  ,      18
11074.2  ,      29
11098.6  ,      17
11123.0  ,      20
11147.4  ,      16
11171.8  ,      17
11196.2  ,      19
11220.6  ,      17
11245.0  ,      23
11269.4  ,      24
11293.8  ,      16
11318.2  ,      18
11342.6  ,      19
11367.0  ,      17
11391.4  ,      10
11415.8  ,      12
11440.2  ,      21
11464.6  ,      17
11489.0  ,      15
11513.3  ,      20
11537.7  ,      23
11562.1  ,      15
11586.5  ,      11
11610.9  ,      25
11635.3  ,      28
11659.7  ,      17
11684.1  ,      16
11708.5  ,      14
11732.9  ,      24
11757.3  ,      25
11781.7  ,      15
11806.1  ,      34
11830.5  ,      23
11854.9  ,      33
11879.3  ,      26
11903.7  ,      31
11928.1  ,      22
11952.5  ,      41
11976.9  ,      29
12001.3  ,      36
12025.7  ,      28
12050.1  ,      31
12074.5  ,      39
12098.9  ,      27
12123.3  ,      28
12147.7  ,      40
12172.1  ,      32
12196.5  ,      23
12220.9  ,      22
12245.3  ,      23
12269.7  ,      23
12294.1  ,      22
12318.5  ,      10
12342.9  ,      23
12367.3  ,      23
12391.7  ,      17
12416.1  ,      15
12440.5  ,      18
12464.9  ,      22
12489.3  ,      20
12513.7  ,      20
12538.1  ,      28
12562.5  ,      30
12586.9  ,      22
12611.3  ,      34
12635.7  ,      31
12660.1  ,      23
12684.5  ,      35
12708.9  ,      33
12733.3  ,      23
12757.7  ,      16
12782.1  ,      34
12806.5  ,      23
12830.9  ,      35
12855.3  ,      31
12879.7  ,      39
12904.1  ,      33
12928.5  ,      44
12952.9  ,      51
12977.2  ,      34
13001.6  ,      54
13026.0  ,      43
13050.4  ,      40
13074.8  ,      52
13099.2  ,      58
13123.6  ,      60
13148.0  ,      67
13172.4  ,      77
13196.8  ,      83
13221.2  ,      85
13245.6  ,     101
13270.0  ,     124
13294.4  ,      99
13318.8  ,     159
13343.2  ,     152
13367.6  ,     176
13392.0  ,     165
13416.4  ,     178
13440.8  ,     164
13465.2  ,     167
13489.6  ,     210
13514.0  ,     195
13538.4  ,     187
13562.8  ,     181
13587.2  ,     178
13611.6  ,     194
13636.0  ,     198
13660.4  ,     191
13684.8  ,     144
13709.2  ,     122
13733.6  ,     134
13758.0  ,     120
13782.4  ,     109
13806.8  ,      85
13831.2  ,      91
13855.6  ,      83
13880.0  ,      66
13904.4  ,      69
13928.8  ,      92
13953.2  ,      76
13977.6  ,      79
14002.0  ,      85
14026.4  ,     100
14050.8  ,     110
14075.2  ,     147
14099.6  ,     157
14124.0  ,     190
14148.4  ,     204
14172.8  ,     220
14197.2  ,     278
14221.6  ,     280
14246.0  ,     311
14270.4  ,     338
14294.8  ,     331
14319.2  ,     259
14343.6  ,     212
14368.0  ,     195
14392.4  ,     131
14416.8  ,      93
14441.1  ,      56
14465.5  ,      42
14489.9  ,      32
14514.3  ,      37
14538.7  ,      17
14563.1  ,      18
14587.5  ,       8
14611.9  ,      19
14636.3  ,      16
14660.7  ,      18
14685.1  ,      17
14709.5  ,      16
14733.9  ,      14
14758.3  ,      16
14782.7  ,      25
14807.1  ,      19
14831.5  ,      26
14855.9  ,      26
14880.3  ,      22
14904.7  ,      30
14929.1  ,      24
14953.5  ,      22
14977.9  ,      25
15002.3  ,      24
15026.7  ,      22
15051.1  ,      21
15075.5  ,      19
15099.9  ,      25
15124.3  ,      20
15148.7  ,      24
15173.1  ,      23
15197.5  ,      24
15221.9  ,      17
15246.3  ,      30
15270.7  ,      17
15295.1  ,      30
15319.5  ,      25
15343.9  ,      21
15368.3  ,      37
15392.7  ,      37
15417.1  ,      33
15441.5  ,      37
15465.9  ,      46
15490.3  ,      58
15514.7  ,      66
15539.1  ,      76
15563.5  ,      97
15587.9  ,     138
15612.3  ,     160
15636.7  ,     166
15661.1  ,     222
15685.5  ,     250
15709.9  ,     254
15734.3  ,     307
15758.7  ,     312
15783.1  ,     294
15807.5  ,     209
15831.9  ,     234
15856.3  ,     184
15880.7  ,     156
15905.0  ,     120
15929.4  ,     116
15953.8  ,      91
15978.2  ,      97
16002.6  ,      75
16027.0  ,      67
16051.4  ,      76
16075.8  ,      91
16100.2  ,      67
16124.6  ,      84
16149.0  ,      72
16173.4  ,      85
16197.8  ,      82
16222.2  ,      74
16246.6  ,      89
16271.0  ,      81
16295.4  ,      92
16319.8  ,     102
16344.2  ,      95
16368.6  ,      99
16393.0  ,     113
16417.4  ,      87
16441.8  ,      79
16466.2  ,     113
16490.6  ,      95
16515.0  ,      90
16539.4  ,     112
16563.8  ,     103
16588.2  ,     104
16612.6  ,     110
16637.0  ,     108
16661.4  ,      93
16685.8  ,     107
16710.2  ,     121
16734.6  ,     116
16759.0  ,     124
16783.4  ,     134
16807.8  ,     142
16832.2  ,     184
16856.6  ,     153
16881.0  ,     180
16905.4  ,     199
16929.8  ,     178
16954.2  ,     211
16978.6  ,     210
17003.0  ,     213
17027.4  ,     245
17051.8  ,     238
17076.2  ,     272
17100.6  ,     270
17125.0  ,     237
17149.4  ,     227
17173.8  ,     259
17198.2  ,     276
17222.6  ,     279
17247.0  ,     267
17271.4  ,     255
17295.8  ,     261
17320.2  ,     203
17344.6  ,     210
17369.0  ,     200
17393.3  ,     184
17417.7  ,     157
17442.1  ,     133
17466.5  ,     131
17490.9  ,     116
17515.3  ,     102
17539.7  ,     117
17564.1  ,     103
17588.5  ,     103
17612.9  ,      98
17637.3  ,     110
17661.7  ,     105
17686.1  ,     105
17710.5  ,     105
17734.9  ,      99
17759.3  ,      70
17783.7  ,      78
17808.1  ,      70
17832.5  ,      58
17856.9  ,      54
17881.3  ,      52
17905.7  ,      38
17930.1  ,      46
17954.5  ,      49
17978.9  ,      59
18003.3  ,      44
18027.7  ,      40
18052.1  ,      60
18076.5  ,      55
18100.9  ,      77
18125.3  ,      91
18149.7  ,     119
18174.1  ,     130
18198.5  ,     164
18222.9  ,     188
18247.3  ,     202
18271.7  ,     235
18296.1  ,     235
18320.5  ,     216
18344.9  ,     210
18369.3  ,     164
18393.7  ,     146
18418.1  ,     133
18442.5  ,      81
18466.9  ,      72
18491.3  ,      44
18515.7  ,      33
18540.1  ,      25
18564.5  ,      18
18588.9  ,      13
18613.3  ,      17
18637.7  ,      13
18662.1  ,      10
18686.5  ,       8
18710.9  ,      19
18735.3  ,      17
18759.7  ,      12
18784.1  ,      12
18808.5  ,      16
18832.9  ,       9
18857.2  ,      10
18881.6  ,      15
18906.0  ,      17
18930.4  ,      18
18954.8  ,      16
18979.2  ,      19
19003.6  ,      11
19028.0  ,      20
19052.4  ,      19
19076.8  ,      22
19101.2  ,      24
19125.6  ,      24
19150.0  ,      19
19174.4  ,      22
19198.8  ,      21
19223.2  ,      24
19247.6  ,      20
19272.0  ,      35
19296.4  ,      22
19320.8  ,      29
19345.2  ,      20
19369.6  ,      34
19394.0  ,      28
19418.4  ,      35
19442.8  ,      34
19467.2  ,      46
19491.6  ,      41
19516.0  ,      42
19540.4  ,      49
19564.8  ,      46
19589.2  ,      50
19613.6  ,      54
19638.0  ,      45
19662.4  ,      56
19686.8  ,      41
19711.2  ,      51
19735.6  ,      52
19760.0  ,      62
19784.4  ,      59
19808.8  ,      70
19833.2  ,      66
19857.6  ,      67
19882.0  ,      55
19906.4  ,      71
19930.8  ,      44
19955.2  ,      60
19979.6  ,      62
20004.0  ,      61
20028.4  ,      55
20052.8  ,      45
20077.2  ,      52
20101.6  ,      58
20126.0  ,      58
20150.4  ,      39
20174.8  ,      47
20199.2  ,      39
20223.6  ,      35
20248.0  ,      42
20272.4  ,      30
20296.8  ,      38
20321.1  ,      29
20345.5  ,      30
20369.9  ,      31
20394.3  ,      35
20418.7  ,      35
20443.1  ,      29
20467.5  ,      22
20491.9  ,      37
20516.3  ,      28
20540.7  ,      22
20565.1  ,      22
20589.5  ,      22
20613.9  ,      33
20638.3  ,      21
20662.7  ,      24
20687.1  ,      20
20711.5  ,      18
20735.9  ,      20
20760.3  ,      27
20784.7  ,      19
20809.1  ,      24
20833.5  ,      25
20857.9  ,      22
20882.3  ,      17
20906.7  ,      16
20931.1  ,      10
20955.5  ,      13
20979.9  ,      10
21004.3  ,       4
21028.7  ,      12
21053.1  ,      10
21077.5  ,      11
21101.9  ,      13
21126.3  ,      20
21150.7  ,      18
21175.1  ,      19
21199.5  ,      14
21223.9  ,      15
21248.3  ,      20
21272.7  ,      18
21297.1  ,      29
21321.5  ,      29
21345.9  ,      38
21370.3  ,      38
21394.7  ,      33
21419.1  ,      40
21443.5  ,      36
21467.9  ,      46
21492.3  ,      44
21516.7  ,      36
21541.1  ,      22
21565.5  ,      24
21589.9  ,      27
21614.3  ,       6
21638.7  ,      13
21663.1  ,      12
21687.5  ,      12
21711.9  ,       8
21736.3  ,       7
21760.7  ,       4
21785.0  ,       5
21809.4  ,       4
21833.8  ,       7
21858.2  ,       6
21882.6  ,       8
21907.0  ,       6
21931.4  ,       4
21955.8  ,       6
21980.2  ,       7
22004.6  ,       6
22029.0  ,       5
22053.4  ,      10
22077.8  ,      11
22102.2  ,       8
22126.6  ,       9
22151.0  ,       8
22175.4  ,      11
22199.8  ,      11
22224.2  ,       6
22248.6  ,       7
22273.0  ,       9
22297.4  ,      12
22321.8  ,       2
22346.2  ,       8
22370.6  ,       6
22395.0  ,       4
22419.4  ,       5
22443.8  ,       6
22468.2  ,       4
22492.6  ,       3
22517.0  ,       8
22541.4  ,       1
22565.8  ,       0
22590.2  ,       4
22614.6  ,       3
22639.0  ,       4
22663.4  ,       6
22687.8  ,       4
22712.2  ,       2
22736.6  ,       3
22761.0  ,       6
22785.4  ,       2
22809.8  ,       4
22834.2  ,       7
22858.6  ,      10
22883.0  ,       3
22907.4  ,       4
22931.8  ,       6
22956.2  ,       2
22980.6  ,       1
23005.0  ,       4
23029.4  ,       2
23053.8  ,       5
23078.2  ,       3
23102.6  ,       8
23127.0  ,       6
23151.4  ,       1
23175.8  ,       7
23200.2  ,       4
23224.6  ,       1
23248.9  ,       3
23273.3  ,       5
23297.7  ,       8
23322.1  ,       4
23346.5  ,       9
23370.9  ,       3
23395.3  ,       4
23419.7  ,       1
23444.1  ,       2
23468.5  ,       4
23492.9  ,       3
23517.3  ,       3
23541.7  ,       7
23566.1  ,       6
23590.5  ,       3
23614.9  ,       5
23639.3  ,       2
23663.7  ,       8
23688.1  ,       5
23712.5  ,       7
23736.9  ,       6
23761.3  ,       4
23785.7  ,       2
23810.1  ,       3
23834.5  ,       2
23858.9  ,       2
23883.3  ,       6
23907.7  ,       3
23932.1  ,       8
23956.5  ,       7
23980.9  ,       2
24005.3  ,       4
24029.7  ,       5
24054.1  ,       4
24078.5  ,       6
24102.9  ,       5
24127.3  ,       3
24151.7  ,       4
24176.1  ,       4
24200.5  ,       2
24224.9  ,       2
24249.3  ,       4
24273.7  ,       2
24298.1  ,       7
24322.5  ,       3
24346.9  ,       6
24371.3  ,       6
24395.7  ,       2
24420.1  ,       1
24444.5  ,       6
24468.9  ,       2
24493.3  ,       8
24517.7  ,       2
24542.1  ,       8
24566.5  ,       5
24590.9  ,      10
24615.3  ,       7
24639.7  ,       6
24664.1  ,       6
24688.5  ,       6
24712.8  ,       6
24737.2  ,       5
24761.6  ,       4
24786.0  ,       2
24810.4  ,       3
24834.8  ,       4
24859.2  ,       1
24883.6  ,       6
24908.0  ,       3
24932.4  ,       8
24956.8  ,       3
24981.2  ,       9
25005.6  ,       5
25030.0  ,       3
25054.4  ,       6
25078.8  ,       6
25103.2  ,       5
25127.6  ,       7
25152.0  ,       7
25176.4  ,       3
25200.8  ,       3
25225.2  ,       2
25249.6  ,       4
25274.0  ,       8
25298.4  ,       5
25322.8  ,       3
25347.2  ,       5
25371.6  ,       3
25396.0  ,       6
25420.4  ,       8
25444.8  ,   12091
