"Target: Morrison_DRT_raster2, Contains DAT files: APB_466228316ESC07740421020_______M1.DAT"
14175.2  ,     183
14199.6  ,     218
14224.0  ,     246
14248.4  ,     255
14272.8  ,     238
14297.2  ,     239
14321.6  ,     221
14346.0  ,     199
14370.4  ,     133
14394.8  ,     112
14419.2  ,      75
14443.6  ,      42
14468.0  ,      30
14492.4  ,      22
14516.8  ,      14
14541.2  ,      14
14565.6  ,      13
14590.0  ,      10
14614.4  ,      16
14638.8  ,      15
14663.3  ,      12
14687.7  ,       6
14712.1  ,      16
14736.5  ,      12
14760.9  ,      16
14785.3  ,      19
14809.7  ,      15
14834.1  ,      16
14858.5  ,      22
14882.9  ,      19
14907.3  ,      25
14931.7  ,      13
14956.1  ,      16
14980.5  ,      20
15004.9  ,      21
15029.3  ,      19
15053.7  ,      15
15078.1  ,      19
15102.5  ,      20
15126.9  ,      13
15151.4  ,      20
15175.8  ,      21
15200.2  ,      20
15224.6  ,      14
15249.0  ,      27
15273.4  ,      18
15297.8  ,      19
15322.2  ,      28
15346.6  ,      26
15371.0  ,      28
15395.4  ,      28
15419.8  ,      22
15444.2  ,      39
15468.6  ,      39
15493.0  ,      45
15517.4  ,      50
15541.8  ,      69
15566.2  ,      90
15590.6  ,      98
15615.1  ,     142
15639.5  ,     187
15663.9  ,     176
15688.3  ,     214
15712.7  ,     225
15737.1  ,     253
15761.5  ,     265
15785.9  ,     229
15810.3  ,     198
15834.7  ,     180
15859.1  ,     143
15883.5  ,     128
15907.9  ,     108
15932.3  ,      98
15956.7  ,      64
15981.1  ,      57
16005.5  ,      61
16029.9  ,      61
16054.3  ,      70
16078.7  ,      66
16103.2  ,      64
16127.6  ,      65
16152.0  ,      61
16176.4  ,      61
16200.8  ,      58
16225.2  ,      54
16249.6  ,      73
16274.0  ,      82
16298.4  ,      64
16322.8  ,      69
16347.2  ,      57
16371.6  ,      57
16396.0  ,      73
16420.4  ,      80
16444.8  ,      66
16469.2  ,      77
16493.6  ,      78
16518.0  ,      64
16542.4  ,      87
16566.8  ,      66
16591.3  ,      83
16615.7  ,      62
16640.1  ,     103
16664.5  ,      75
16688.9  ,      77
16713.3  ,     106
16737.7  ,     110
16762.1  ,      94
16786.5  ,     107
16810.9  ,     126
16835.3  ,     115
16859.7  ,     128
16884.1  ,     132
16908.5  ,     148
16932.9  ,     176
16957.3  ,     172
16981.7  ,     185
17006.1  ,     166
17030.5  ,     191
17055.0  ,     228
17079.4  ,     186
17103.8  ,     227
17128.2  ,     198
17152.6  ,     203
17177.0  ,     191
17201.4  ,     196
17225.8  ,     197
17250.2  ,     196
17274.6  ,     169
17299.0  ,     170
17323.4  ,     165
17347.8  ,     145
17372.2  ,     151
17396.6  ,     137
17421.0  ,     116
17445.4  ,     109
17469.8  ,      76
17494.2  ,      96
17518.6  ,      84
17543.1  ,      97
17567.5  ,      69
17591.9  ,      79
17616.3  ,      85
17640.7  ,      98
17665.1  ,      72
17689.5  ,      84
17713.9  ,      77
17738.3  ,      71
17762.7  ,      63
17787.1  ,      54
17811.5  ,      37
17835.9  ,      43
17860.3  ,      26
17884.7  ,      40
17909.1  ,      34
17933.5  ,      34
17957.9  ,      33
17982.3  ,      42
18006.7  ,      29
18031.2  ,      38
18055.6  ,      39
18080.0  ,      51
18104.4  ,      58
18128.8  ,      73
18153.2  ,      89
18177.6  ,     111
18202.0  ,     150
18226.4  ,     133
18250.8  ,     160
18275.2  ,     178
18299.6  ,     156
18324.0  ,     162
18348.4  ,     154
18372.8  ,     110
18397.2  ,     114
18421.6  ,      81
18446.0  ,      69
18470.4  ,      39
18494.9  ,      36
18519.3  ,      20
18543.7  ,      19
18568.1  ,      11
18592.5  ,      16
18616.9  ,      16
18641.3  ,      10
18665.7  ,       7
18690.1  ,      16
18714.5  ,       8
18738.9  ,      14
18763.3  ,       8
18787.7  ,       8
18812.1  ,      12
18836.5  ,       9
18860.9  ,      11
18885.3  ,      12
18909.7  ,      11
18934.1  ,      12
18958.5  ,      14
18983.0  ,       9
19007.4  ,      18
19031.8  ,      13
19056.2  ,      16
19080.6  ,      12
19105.0  ,      17
19129.4  ,      14
19153.8  ,      15
19178.2  ,      17
19202.6  ,      23
19227.0  ,      17
19251.4  ,      25
19275.8  ,      15
19300.2  ,      17
19324.6  ,      17
19349.0  ,      16
19373.4  ,      24
19397.8  ,      26
19422.2  ,      33
19446.6  ,      19
19471.1  ,      23
19495.5  ,      37
19519.9  ,      27
19544.3  ,      42
19568.7  ,      37
19593.1  ,      33
19617.5  ,      37
19641.9  ,      56
19666.3  ,      47
19690.7  ,      41
19715.1  ,      43
19739.5  ,      46
19763.9  ,      40
19788.3  ,      52
19812.7  ,      43
19837.1  ,      54
19861.5  ,      56
19885.9  ,      43
19910.3  ,      47
19934.8  ,      47
19959.2  ,      49
19983.6  ,      48
20008.0  ,      45
20032.4  ,      43
20056.8  ,      41
20081.2  ,      37
20105.6  ,      31
20130.0  ,      36
20154.4  ,      32
20178.8  ,      22
20203.2  ,      31
20227.6  ,      30
20252.0  ,      21
20276.4  ,      29
20300.8  ,      22
20325.2  ,      19
20349.6  ,      29
20374.0  ,      30
20398.4  ,      27
20422.9  ,      29
20447.3  ,      20
20471.7  ,      23
20496.1  ,      26
20520.5  ,      19
20544.9  ,      19
20569.3  ,      28
20593.7  ,      15
20618.1  ,      22
20642.5  ,      11
20666.9  ,      21
20691.3  ,      20
20715.7  ,      16
20740.1  ,      18
20764.5  ,      17
20788.9  ,      11
20813.3  ,      10
20837.7  ,      12
20862.1  ,       7
20886.5  ,      10
20911.0  ,       9
20935.4  ,       9
20959.8  ,      14
20984.2  ,      10
21008.6  ,       9
21033.0  ,      10
21057.4  ,      10
21081.8  ,       8
21106.2  ,      12
21130.6  ,       7
21155.0  ,      17
21179.4  ,       7
21203.8  ,      10
21228.2  ,      14
21252.6  ,      16
21277.0  ,      16
21301.4  ,      29
21325.8  ,      21
21350.2  ,      25
21374.7  ,      33
21399.1  ,      42
21423.5  ,      32
21447.9  ,      43
21472.3  ,      25
21496.7  ,      18
21521.1  ,      30
21545.5  ,      33
21569.9  ,      17
21594.3  ,      11
21618.7  ,       5
21643.1  ,      12
21667.5  ,       8
21691.9  ,       4
21716.3  ,       5
21740.7  ,       5
21765.1  ,       6
21789.5  ,       5
21813.9  ,       2
21838.3  ,       6
21862.8  ,       9
21887.2  ,       4
21911.6  ,       3
21936.0  ,       8
21960.4  ,       7
21984.8  ,       7
22009.2  ,       7
22033.6  ,       3
22058.0  ,       8
22082.4  ,       5
22106.8  ,      15
22131.2  ,       9
22155.6  ,       9
22180.0  ,      13
22204.4  ,       2
22228.8  ,       9
22253.2  ,       9
22277.6  ,       7
22302.0  ,       7
22326.4  ,       8
22350.9  ,       6
22375.3  ,      11
22399.7  ,       4
22424.1  ,       5
22448.5  ,       7
22472.9  ,       7
22497.3  ,       3
22521.7  ,       1
22546.1  ,       2
22570.5  ,       2
22594.9  ,       2
22619.3  ,       1
22643.7  ,       4
22668.1  ,       5
22692.5  ,       3
22716.9  ,       5
22741.3  ,       3
22765.7  ,       4
22790.1  ,       6
22814.6  ,       5
22839.0  ,       4
22863.4  ,       8
22887.8  ,       2
22912.2  ,       2
22936.6  ,       3
22961.0  ,       6
22985.4  ,       2
23009.8  ,       3
23034.2  ,       4
23058.6  ,       2
23083.0  ,       4
23107.4  ,       5
23131.8  ,       4
23156.2  ,      10
23180.6  ,       6
23205.0  ,       3
23229.4  ,       5
23253.8  ,       1
23278.2  ,       2
23302.7  ,       2
23327.1  ,       1
23351.5  ,       3
23375.9  ,       2
23400.3  ,       1
23424.7  ,       5
23449.1  ,       5
23473.5  ,       4
23497.9  ,       2
23522.3  ,       6
23546.7  ,       6
23571.1  ,       4
23595.5  ,       4
23619.9  ,       3
23644.3  ,       3
23668.7  ,       2
23693.1  ,       4
23717.5  ,       4
23741.9  ,       4
23766.3  ,       2
23790.8  ,       2
23815.2  ,       3
23839.6  ,       2
23864.0  ,       0
23888.4  ,       1
23912.8  ,       3
23937.2  ,       2
23961.6  ,       3
23986.0  ,       2
24010.4  ,       1
24034.8  ,       3
24059.2  ,       2
24083.6  ,       4
24108.0  ,       2
24132.4  ,       6
24156.8  ,       6
24181.2  ,       5
24205.6  ,       5
24230.0  ,       3
24254.5  ,       2
24278.9  ,       1
24303.3  ,       2
24327.7  ,       4
24352.1  ,       1
24376.5  ,       2
24400.9  ,       4
24425.3  ,       1
24449.7  ,       2
24474.1  ,       1
24498.5  ,       4
24522.9  ,       3
24547.3  ,       5
24571.7  ,       4
24596.1  ,       5
24620.5  ,       4
24644.9  ,       5
24669.3  ,       4
24693.7  ,       1
24718.1  ,       1
24742.6  ,       4
24767.0  ,       2
24791.4  ,       3
24815.8  ,       5
24840.2  ,       6
24864.6  ,       5
24889.0  ,       3
24913.4  ,       1
24937.8  ,       2
24962.2  ,       3
24986.6  ,       4
25011.0  ,       0
25035.4  ,       9
25059.8  ,       6
25084.2  ,       6
25108.6  ,       5
25133.0  ,       3
25157.4  ,       4
25181.8  ,       8
25206.2  ,       4
25230.7  ,       1
25255.1  ,       4
25279.5  ,      10
25303.9  ,       3
25328.3  ,       5
25352.7  ,       4
25377.1  ,       6
25401.5  ,       4
25425.9  ,       4
25450.3  ,    9998
