"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.60    ,  0.14  
MgO     ,  6.13    ,  0.17  
Al2O3   ,  9.68    ,  0.29  
SiO2    , 48.12    ,  0.64  
P2O5    ,  1.06    ,  0.07  
SO3     ,  8.34    ,  0.20  
Cl      ,  0.53    ,  0.04  
K2O     ,  0.78    ,  0.04  
CaO     ,  4.00    ,  0.08  
TiO2    ,  0.89    ,  0.05  
Cr2O3   ,  0.37    ,  0.03  
MnO     ,  0.33    ,  0.03  
FeO     , 16.41    ,  0.20  
Ni      ,  0.2597  ,  0.0130
Zn      ,  0.2045  ,  0.0065
Br      ,  0.0045  ,  0.0010
