"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.20    ,  0.48  
MgO     ,  8.67    ,  1.75  
Al2O3   ,  7.99    ,  0.29  
SiO2    , 41.03    ,  0.75  
P2O5    ,  1.09    ,  0.23  
SO3     , 11.79    ,  0.45  
Cl      ,  0.89    ,  0.09  
K2O     ,  0.60    ,  0.12  
CaO     ,  5.99    ,  0.18  
TiO2    ,  0.93    ,  0.21  
Cr2O3   ,  0.23    ,  0.06  
MnO     ,  0.32    ,  0.05  
FeO     , 17.99    ,  0.26  
Ni      ,  0.0911  ,  0.0135
Zn      ,  0.0907  ,  0.0085
Br      ,  0.0310  ,  0.0030
