"Target: Chanterac_3, Contains DAT files: APB_679909747ESC31810891992_______M1.DAT"
 3461.9  ,      15
 3486.4  ,      15
 3510.8  ,      22
 3535.3  ,      35
 3559.7  ,      55
 3584.2  ,      84
 3608.6  ,     122
 3633.1  ,     183
 3657.5  ,     282
 3682.0  ,     270
 3706.4  ,     221
 3730.9  ,     173
 3755.3  ,     120
 3779.8  ,      63
 3804.2  ,      27
 3828.7  ,      17
 3853.1  ,       7
 3877.6  ,      18
 3902.0  ,      16
 3926.5  ,      30
 3950.9  ,      40
 3975.4  ,      45
 3999.8  ,      44
 4024.3  ,      47
 4048.7  ,      41
 4073.2  ,      32
 4097.7  ,      24
 4122.1  ,      12
 4146.6  ,       9
 4171.0  ,      13
 4195.5  ,       5
 4219.9  ,      11
 4244.4  ,       7
 4268.8  ,      11
 4293.3  ,      12
 4317.7  ,       6
 4342.2  ,      11
 4366.6  ,      21
 4391.1  ,       4
 4415.5  ,      25
 4440.0  ,      21
 4464.4  ,      27
 4488.9  ,      28
 4513.3  ,      38
 4537.8  ,      33
 4562.2  ,      20
 4586.7  ,      15
 4611.1  ,      11
 4635.6  ,      19
 4660.0  ,      11
 4684.5  ,      12
 4708.9  ,       7
 4733.4  ,       6
 4757.8  ,       6
 4782.3  ,      11
 4806.7  ,      11
 4831.2  ,       7
 4855.6  ,      23
 4880.1  ,      24
 4904.5  ,      20
 4929.0  ,      20
 4953.4  ,       8
 4977.9  ,      14
 5002.3  ,      10
 5026.8  ,      10
 5051.2  ,       8
 5075.7  ,       7
 5100.1  ,      10
 5124.6  ,       9
 5149.0  ,      10
 5173.5  ,      11
 5197.9  ,       5
 5222.4  ,      13
 5246.9  ,       7
 5271.3  ,      11
 5295.8  ,      11
 5320.2  ,      14
 5344.7  ,      21
 5369.1  ,      16
 5393.6  ,      17
 5418.0  ,      23
 5442.5  ,      21
 5466.9  ,      15
 5491.4  ,       8
 5515.8  ,      12
 5540.3  ,       6
 5564.7  ,      16
 5589.2  ,       9
 5613.6  ,       8
 5638.1  ,       8
 5662.5  ,       5
 5687.0  ,      12
 5711.4  ,      13
 5735.9  ,      10
 5760.3  ,      19
 5784.8  ,      27
 5809.2  ,      19
 5833.7  ,      37
 5858.1  ,      30
 5882.6  ,      32
 5907.0  ,      26
 5931.5  ,      22
 5955.9  ,      24
 5980.4  ,      28
 6004.8  ,      16
 6029.3  ,      22
 6053.7  ,      18
 6078.2  ,      22
 6102.6  ,      28
 6127.1  ,      20
 6151.5  ,      24
 6176.0  ,      40
 6200.4  ,      65
 6224.9  ,     131
 6249.3  ,     189
 6273.8  ,     401
 6298.2  ,     741
 6322.7  ,     985
 6347.1  ,    1322
 6371.6  ,    1423
 6396.0  ,    1446
 6420.5  ,    1198
 6445.0  ,     854
 6469.4  ,     540
 6493.9  ,     318
 6518.3  ,     150
 6542.8  ,      55
 6567.2  ,      20
 6591.7  ,      11
 6616.1  ,      11
 6640.6  ,       5
 6665.0  ,      11
 6689.5  ,      15
 6713.9  ,       9
 6738.4  ,       6
 6762.8  ,      12
 6787.3  ,      14
 6811.7  ,      15
 6836.2  ,      13
 6860.6  ,      21
 6885.1  ,      31
 6909.5  ,      62
 6934.0  ,      69
 6958.4  ,     150
 6982.9  ,     186
 7007.3  ,     229
 7031.8  ,     256
 7056.2  ,     227
 7080.7  ,     196
 7105.1  ,     148
 7129.6  ,      90
 7154.0  ,      58
 7178.5  ,      26
 7202.9  ,      15
 7227.4  ,       9
 7251.8  ,       4
 7276.3  ,       5
 7300.7  ,       3
 7325.2  ,       5
 7349.6  ,       8
 7374.1  ,      10
 7398.5  ,       8
 7423.0  ,       4
 7447.4  ,      10
 7471.9  ,      16
 7496.3  ,       9
 7520.8  ,      10
 7545.2  ,       8
 7569.7  ,       6
 7594.1  ,       4
 7618.6  ,       5
 7643.1  ,       3
 7667.5  ,       5
 7692.0  ,      10
 7716.4  ,       4
 7740.9  ,       3
 7765.3  ,       5
 7789.8  ,       4
 7814.2  ,       2
 7838.7  ,       6
 7863.1  ,       5
 7887.6  ,       4
 7912.0  ,       4
 7936.5  ,       7
 7960.9  ,       3
 7985.4  ,       8
 8009.8  ,       5
 8034.3  ,       1
 8058.7  ,       6
 8083.2  ,       3
 8107.6  ,       1
 8132.1  ,       3
 8156.5  ,       9
 8181.0  ,       3
 8205.4  ,       9
 8229.9  ,       6
 8254.3  ,       8
 8278.8  ,       6
 8303.2  ,       5
 8327.7  ,       3
 8352.1  ,       5
 8376.6  ,       4
 8401.0  ,       2
 8425.5  ,       7
 8449.9  ,       4
 8474.4  ,       6
 8498.8  ,       4
 8523.3  ,      19
 8547.7  ,      13
 8572.2  ,      21
 8596.6  ,      28
 8621.1  ,      15
 8645.5  ,      25
 8670.0  ,      22
 8694.4  ,      10
 8718.9  ,       7
 8743.3  ,       8
 8767.8  ,       2
 8792.2  ,       5
 8816.7  ,       5
 8841.2  ,       3
 8865.6  ,       4
 8890.1  ,       2
 8914.5  ,       4
 8939.0  ,       5
 8963.4  ,       3
 8987.9  ,       8
 9012.3  ,       6
 9036.8  ,       3
 9061.2  ,       6
 9085.7  ,       3
 9110.1  ,       8
 9134.6  ,       3
 9159.0  ,       9
 9183.5  ,       2
 9207.9  ,       8
 9232.4  ,       3
 9256.8  ,       5
 9281.3  ,       4
 9305.7  ,       4
 9330.2  ,       7
 9354.6  ,       6
 9379.1  ,       4
 9403.5  ,       4
 9428.0  ,       6
 9452.4  ,       8
 9476.9  ,       5
 9501.3  ,      11
 9525.8  ,      11
 9550.2  ,       5
 9574.7  ,       8
 9599.1  ,       6
 9623.6  ,       4
 9648.0  ,       3
 9672.5  ,       8
 9696.9  ,       5
 9721.4  ,       7
 9745.8  ,       9
 9770.3  ,       4
 9794.7  ,       7
 9819.2  ,       6
 9843.6  ,      10
 9868.1  ,       6
 9892.5  ,      17
 9917.0  ,       7
 9941.4  ,       8
 9965.9  ,       2
 9990.3  ,       3
10014.8  ,       2
10039.3  ,       4
10063.7  ,       4
10088.2  ,       4
10112.6  ,       3
10137.1  ,       4
10161.5  ,       8
10186.0  ,       1
10210.4  ,       4
10234.9  ,       5
10259.3  ,       1
10283.8  ,       2
10308.2  ,       3
10332.7  ,       5
10357.1  ,       5
10381.6  ,       7
10406.0  ,       7
10430.5  ,       4
10454.9  ,       5
10479.4  ,       5
10503.8  ,       4
10528.3  ,       4
10552.7  ,       6
10577.2  ,       5
10601.6  ,       2
10626.1  ,       7
10650.5  ,       7
10675.0  ,       5
10699.4  ,       2
10723.9  ,       8
10748.3  ,       1
10772.8  ,       5
10797.2  ,       3
10821.7  ,       5
10846.1  ,       8
10870.6  ,       5
10895.0  ,       6
10919.5  ,       2
10943.9  ,       3
10968.4  ,       1
10992.8  ,       9
11017.3  ,       6
11041.7  ,       9
11066.2  ,       6
11090.6  ,       3
11115.1  ,       4
11139.5  ,       5
11164.0  ,       6
11188.4  ,       9
11212.9  ,       3
11237.4  ,       2
11261.8  ,       1
11286.3  ,       6
11310.7  ,       5
11335.2  ,       4
11359.6  ,       7
11384.1  ,       4
11408.5  ,       4
11433.0  ,       4
11457.4  ,       3
11481.9  ,       6
11506.3  ,       4
11530.8  ,       8
11555.2  ,       4
11579.7  ,       3
11604.1  ,       2
11628.6  ,       3
11653.0  ,       5
11677.5  ,       8
11701.9  ,       4
11726.4  ,       8
11750.8  ,      10
11775.3  ,      11
11799.7  ,      13
11824.2  ,      31
11848.6  ,      19
11873.1  ,      21
11897.5  ,      16
11922.0  ,      21
11946.4  ,      18
11970.9  ,      20
11995.3  ,      22
12019.8  ,      13
12044.2  ,      15
12068.7  ,      14
12093.1  ,       9
12117.6  ,      13
12142.0  ,       7
12166.5  ,       8
12190.9  ,       6
12215.4  ,       5
12239.8  ,       4
12264.3  ,       7
12288.7  ,       7
12313.2  ,       1
12337.6  ,       5
12362.1  ,       5
12386.6  ,       7
12411.0  ,       6
12435.5  ,       3
12459.9  ,       9
12484.4  ,       7
12508.8  ,       8
12533.3  ,       8
12557.7  ,       4
12582.2  ,      10
12606.6  ,      14
12631.1  ,       7
12655.5  ,       9
12680.0  ,       5
12704.4  ,       9
12728.9  ,       3
12753.3  ,       8
12777.8  ,       7
12802.2  ,       7
12826.7  ,       6
12851.1  ,       8
12875.6  ,       7
12900.0  ,      12
12924.5  ,       7
12948.9  ,      13
12973.4  ,       4
12997.8  ,       9
13022.3  ,      15
13046.7  ,       8
13071.2  ,      15
13095.6  ,      19
13120.1  ,      13
13144.5  ,      19
13169.0  ,      14
13193.4  ,      19
13217.9  ,      16
13242.3  ,      25
13266.8  ,      21
13291.2  ,      43
13315.7  ,      28
13340.1  ,      28
13364.6  ,      41
13389.0  ,      47
13413.5  ,      30
13437.9  ,      47
13462.4  ,      38
13486.8  ,      49
13511.3  ,      35
13535.7  ,      44
13560.2  ,      47
13584.7  ,      46
13609.1  ,      45
13633.6  ,      35
13658.0  ,      33
13682.5  ,      41
13706.9  ,      30
13731.4  ,      23
13755.8  ,      28
13780.3  ,      20
13804.7  ,      26
13829.2  ,      16
13853.6  ,      18
13878.1  ,      20
13902.5  ,      16
13927.0  ,      23
13951.4  ,      13
13975.9  ,      20
14000.3  ,      20
14024.8  ,      16
14049.2  ,      23
14073.7  ,      26
14098.1  ,      22
14122.6  ,      26
14147.0  ,      44
14171.5  ,      44
14195.9  ,      43
14220.4  ,      70
14244.8  ,      68
14269.3  ,      45
14293.7  ,      62
14318.2  ,      57
14342.6  ,      50
14367.1  ,      49
14391.5  ,      25
14416.0  ,      24
14440.4  ,      19
14464.9  ,       7
14489.3  ,      11
14513.8  ,       7
14538.2  ,       7
14562.7  ,       7
14587.1  ,      10
14611.6  ,       2
14636.0  ,       5
14660.5  ,       5
14684.9  ,       6
14709.4  ,       4
14733.8  ,       8
14758.3  ,       4
14782.8  ,       3
14807.2  ,       6
14831.7  ,      11
14856.1  ,       4
14880.6  ,       7
14905.0  ,       4
14929.5  ,      10
14953.9  ,       8
14978.4  ,       4
15002.8  ,       3
15027.3  ,       4
15051.7  ,       9
15076.2  ,       4
15100.6  ,       6
15125.1  ,      15
15149.5  ,       8
15174.0  ,       7
15198.4  ,       9
15222.9  ,      10
15247.3  ,      12
15271.8  ,      10
15296.2  ,       5
15320.7  ,       8
15345.1  ,       4
15369.6  ,      11
15394.0  ,       6
15418.5  ,      10
15442.9  ,      15
15467.4  ,      17
15491.8  ,      34
15516.3  ,      42
15540.7  ,      35
15565.2  ,      60
15589.6  ,      76
15614.1  ,     119
15638.5  ,     109
15663.0  ,     124
15687.4  ,     175
15711.9  ,     170
15736.3  ,     191
15760.8  ,     191
15785.2  ,     177
15809.7  ,     150
15834.1  ,     132
15858.6  ,     121
15883.0  ,      82
15907.5  ,      61
15931.9  ,      47
15956.4  ,      33
15980.9  ,      26
16005.3  ,      21
16029.8  ,      28
16054.2  ,      17
16078.7  ,      20
16103.1  ,      17
16127.6  ,      22
16152.0  ,      19
16176.5  ,      19
16200.9  ,      27
16225.4  ,      17
16249.8  ,      29
16274.3  ,      22
16298.7  ,      10
16323.2  ,      28
16347.6  ,      27
16372.1  ,      28
16396.5  ,      26
16421.0  ,      23
16445.4  ,      20
16469.9  ,      17
16494.3  ,      14
16518.8  ,      17
16543.2  ,      20
16567.7  ,      18
16592.1  ,      22
16616.6  ,      13
16641.0  ,      25
16665.5  ,      38
16689.9  ,      37
16714.4  ,      28
16738.8  ,      36
16763.3  ,      29
16787.7  ,      43
16812.2  ,      38
16836.6  ,      37
16861.1  ,      38
16885.5  ,      36
16910.0  ,      61
16934.4  ,      53
16958.9  ,      46
16983.3  ,      52
17007.8  ,      58
17032.2  ,      49
17056.7  ,      56
17081.1  ,      59
17105.6  ,      68
17130.0  ,      54
17154.5  ,      47
17179.0  ,      39
17203.4  ,      52
17227.9  ,      54
17252.3  ,      56
17276.8  ,      46
17301.2  ,      63
17325.7  ,      41
17350.1  ,      31
17374.6  ,      36
17399.0  ,      43
17423.5  ,      26
17447.9  ,      37
17472.4  ,      23
17496.8  ,      40
17521.3  ,      38
17545.7  ,      37
17570.2  ,      36
17594.6  ,      38
17619.1  ,      37
17643.5  ,      44
17668.0  ,      46
17692.4  ,      40
17716.9  ,      37
17741.3  ,      32
17765.8  ,      30
17790.2  ,      28
17814.7  ,      20
17839.1  ,      15
17863.6  ,      22
17888.0  ,      17
17912.5  ,      13
17936.9  ,       9
17961.4  ,      15
17985.8  ,       8
18010.3  ,      14
18034.7  ,      13
18059.2  ,      12
18083.6  ,      17
18108.1  ,      11
18132.5  ,      14
18157.0  ,      30
18181.4  ,      26
18205.9  ,      29
18230.3  ,      36
18254.8  ,      43
18279.2  ,      47
18303.7  ,      43
18328.1  ,      43
18352.6  ,      33
18377.1  ,      30
18401.5  ,      16
18426.0  ,      18
18450.4  ,      12
18474.9  ,      19
18499.3  ,       5
18523.8  ,      10
18548.2  ,       8
18572.7  ,       6
18597.1  ,      10
18621.6  ,       5
18646.0  ,       8
18670.5  ,       6
18694.9  ,       7
18719.4  ,       5
18743.8  ,       5
18768.3  ,       2
18792.7  ,       1
18817.2  ,       4
18841.6  ,       3
18866.1  ,       6
18890.5  ,       4
18915.0  ,      10
18939.4  ,       7
18963.9  ,       5
18988.3  ,       4
19012.8  ,       7
19037.2  ,       5
19061.7  ,       6
19086.1  ,      10
19110.6  ,       6
19135.0  ,       6
19159.5  ,      11
19183.9  ,       7
19208.4  ,      12
19232.8  ,       9
19257.3  ,      11
19281.7  ,      10
19306.2  ,      13
19330.6  ,       6
19355.1  ,       5
19379.5  ,       8
19404.0  ,      12
19428.4  ,       9
19452.9  ,       6
19477.3  ,      13
19501.8  ,      10
19526.2  ,       4
19550.7  ,      13
19575.2  ,      24
19599.6  ,      11
19624.1  ,      15
19648.5  ,      14
19673.0  ,      16
19697.4  ,      15
19721.9  ,      21
19746.3  ,       9
19770.8  ,      10
19795.2  ,      10
19819.7  ,      20
19844.1  ,      18
19868.6  ,      20
19893.0  ,      20
19917.5  ,      18
19941.9  ,       9
19966.4  ,      17
19990.8  ,      21
20015.3  ,      11
20039.7  ,      10
20064.2  ,       8
20088.6  ,       9
20113.1  ,      13
20137.5  ,       5
20162.0  ,       8
20186.4  ,       9
20210.9  ,       5
20235.3  ,      10
20259.8  ,       9
20284.2  ,      10
20308.7  ,       2
20333.1  ,       5
20357.6  ,       8
20382.0  ,       4
20406.5  ,       7
20430.9  ,      10
20455.4  ,       6
20479.8  ,       9
20504.3  ,       9
20528.7  ,       6
20553.2  ,       7
20577.6  ,       6
20602.1  ,       9
20626.5  ,       7
20651.0  ,       6
20675.4  ,       3
20699.9  ,       1
20724.4  ,       4
20748.8  ,       7
20773.3  ,       4
20797.7  ,       3
20822.2  ,       7
20846.6  ,       6
20871.1  ,       4
20895.5  ,       4
20920.0  ,       4
20944.4  ,       3
20968.9  ,       7
20993.3  ,       3
21017.8  ,       3
21042.2  ,       3
21066.7  ,       3
21091.1  ,       3
21115.6  ,       0
21140.0  ,       5
21164.5  ,       1
21188.9  ,       7
21213.4  ,       4
21237.8  ,       4
21262.3  ,       4
21286.7  ,       8
21311.2  ,       7
21335.6  ,       7
21360.1  ,       9
21384.5  ,      17
21409.0  ,      10
21433.4  ,      14
21457.9  ,      12
21482.3  ,       7
21506.8  ,      10
21531.2  ,      10
21555.7  ,       8
21580.1  ,       7
21604.6  ,       5
21629.0  ,       1
21653.5  ,       5
21677.9  ,       3
21702.4  ,       3
21726.8  ,       5
21751.3  ,       3
21775.7  ,       1
21800.2  ,       4
21824.6  ,       2
21849.1  ,       0
21873.5  ,       2
21898.0  ,       4
21922.5  ,       2
21946.9  ,       1
21971.4  ,       3
21995.8  ,       3
22020.3  ,       4
22044.7  ,       2
22069.2  ,       4
22093.6  ,       3
22118.1  ,       2
22142.5  ,       3
22167.0  ,       4
22191.4  ,       3
22215.9  ,      10
22240.3  ,       5
22264.8  ,       5
22289.2  ,       6
22313.7  ,       5
22338.1  ,       1
22362.6  ,       3
22387.0  ,       4
22411.5  ,       2
22435.9  ,       1
22460.4  ,       1
22484.8  ,       2
22509.3  ,       1
22533.7  ,       3
22558.2  ,       2
22582.6  ,       1
22607.1  ,       1
22631.5  ,       4
22656.0  ,       1
22680.4  ,       1
22704.9  ,       3
22729.3  ,       2
22753.8  ,       2
22778.2  ,       2
22802.7  ,       4
22827.1  ,       2
22851.6  ,       0
22876.0  ,       1
22900.5  ,       3
22924.9  ,       4
22949.4  ,       1
22973.8  ,       1
22998.3  ,       1
23022.7  ,       3
23047.2  ,       3
23071.6  ,       2
23096.1  ,       1
23120.6  ,       4
23145.0  ,       1
23169.5  ,       1
23193.9  ,       1
23218.4  ,       2
23242.8  ,       5
23267.3  ,       1
23291.7  ,       1
23316.2  ,       2
23340.6  ,       2
23365.1  ,       4
23389.5  ,       2
23414.0  ,       2
23438.4  ,       4
23462.9  ,       3
23487.3  ,       1
23511.8  ,       0
23536.2  ,       0
23560.7  ,       1
23585.1  ,       3
23609.6  ,       2
23634.0  ,       3
23658.5  ,       2
23682.9  ,       1
23707.4  ,       4
23731.8  ,       3
23756.3  ,       3
23780.7  ,       1
23805.2  ,       4
23829.6  ,       2
23854.1  ,       2
23878.5  ,       2
23903.0  ,       1
23927.4  ,       3
23951.9  ,       0
23976.3  ,       0
24000.8  ,       3
24025.2  ,       1
24049.7  ,       5
24074.1  ,       3
24098.6  ,       0
24123.0  ,       3
24147.5  ,       4
24171.9  ,       3
24196.4  ,       3
24220.8  ,       6
24245.3  ,       3
24269.7  ,       1
24294.2  ,       2
24318.7  ,       2
24343.1  ,       2
24367.6  ,       1
24392.0  ,       2
24416.5  ,       1
24440.9  ,       1
24465.4  ,       3
24489.8  ,       1
24514.3  ,       1
24538.7  ,       1
24563.2  ,       0
24587.6  ,       2
24612.1  ,       6
24636.5  ,       1
24661.0  ,       2
24685.4  ,       2
24709.9  ,       2
24734.3  ,       2
24758.8  ,       1
24783.2  ,       0
24807.7  ,       4
24832.1  ,       4
24856.6  ,       2
24881.0  ,       1
24905.5  ,       1
24929.9  ,       2
24954.4  ,       3
24978.8  ,       3
25003.3  ,       2
25027.7  ,       4
25052.2  ,       2
25076.6  ,       2
25101.1  ,       2
25125.5  ,       3
25150.0  ,       3
25174.4  ,       3
25198.9  ,       2
25223.3  ,       1
25247.8  ,       4
25272.2  ,       2
25296.7  ,       1
25321.1  ,       0
25345.6  ,       5
25370.0  ,       7
25394.5  ,       3
25418.9  ,       2
25443.4  ,       2
25467.8  ,       3
25492.3  ,    7583
