"Target: Chanterac_4, Contains DAT files: APB_679910994ESC31810891992_______M1.DAT"
12238.7  ,       7
12263.1  ,       7
12287.6  ,       6
12312.0  ,       6
12336.4  ,       4
12360.9  ,       5
12385.3  ,       1
12409.8  ,       7
12434.2  ,       4
12458.7  ,       9
12483.1  ,       5
12507.6  ,       7
12532.0  ,       8
12556.5  ,       6
12580.9  ,       6
12605.4  ,       8
12629.8  ,       7
12654.3  ,       6
12678.7  ,       8
12703.2  ,       6
12727.6  ,       5
12752.1  ,       4
12776.5  ,      11
12800.9  ,       7
12825.4  ,       9
12849.8  ,      12
12874.3  ,      10
12898.7  ,       7
12923.2  ,      11
12947.6  ,       6
12972.1  ,       8
12996.5  ,       7
13021.0  ,      13
13045.4  ,      13
13069.9  ,      11
13094.3  ,      17
13118.8  ,      18
13143.2  ,      20
13167.7  ,      18
13192.1  ,      24
13216.5  ,      21
13241.0  ,      27
13265.4  ,      27
13289.9  ,      37
13314.3  ,      28
13338.8  ,      38
13363.2  ,      22
13387.7  ,      40
13412.1  ,      46
13436.6  ,      45
13461.0  ,      53
13485.5  ,      38
13509.9  ,      42
13534.4  ,      40
13558.8  ,      38
13583.3  ,      41
13607.7  ,      32
13632.2  ,      35
13656.6  ,      30
13681.0  ,      29
13705.5  ,      27
13729.9  ,      27
13754.4  ,      27
13778.8  ,      22
13803.3  ,      13
13827.7  ,      15
13852.2  ,      16
13876.6  ,      15
13901.1  ,      23
13925.5  ,      16
13950.0  ,      12
13974.4  ,      18
13998.9  ,       9
14023.3  ,      12
14047.8  ,      33
14072.2  ,      25
14096.7  ,      25
14121.1  ,      31
14145.5  ,      43
14170.0  ,      45
14194.4  ,      45
14218.9  ,      66
14243.3  ,      70
14267.8  ,      40
14292.2  ,      68
14316.7  ,      45
14341.1  ,      48
14365.6  ,      34
14390.0  ,      27
14414.5  ,      32
14438.9  ,      19
14463.4  ,       7
14487.8  ,       9
14512.3  ,       9
14536.7  ,       5
14561.2  ,       4
14585.6  ,       6
14610.0  ,       1
14634.5  ,       5
14658.9  ,       7
14683.4  ,       2
14707.8  ,       5
14732.3  ,       4
14756.7  ,       7
14781.2  ,       3
14805.6  ,       5
14830.1  ,       9
14854.5  ,       4
14879.0  ,      10
14903.4  ,       5
14927.9  ,       8
14952.3  ,       4
14976.8  ,       8
15001.2  ,      11
15025.7  ,       9
15050.1  ,       8
15074.5  ,      10
15099.0  ,       7
15123.4  ,       5
15147.9  ,       5
15172.3  ,       7
15196.8  ,       8
15221.2  ,       4
15245.7  ,       7
15270.1  ,       7
15294.6  ,      11
15319.0  ,       8
15343.5  ,       7
15367.9  ,      12
15392.4  ,      12
15416.8  ,       8
15441.3  ,      12
15465.7  ,      15
15490.1  ,      26
15514.6  ,      30
15539.0  ,      39
15563.5  ,      57
15587.9  ,      76
15612.4  ,      94
15636.8  ,     121
15661.3  ,     155
15685.7  ,     164
15710.2  ,     178
15734.6  ,     187
15759.1  ,     184
15783.5  ,     195
15808.0  ,     171
15832.4  ,     140
15856.9  ,     133
15881.3  ,     101
15905.8  ,      59
15930.2  ,      45
15954.6  ,      33
15979.1  ,      36
16003.5  ,      23
16028.0  ,      18
16052.4  ,      15
16076.9  ,      24
16101.3  ,      17
16125.8  ,      17
16150.2  ,      15
16174.7  ,      17
16199.1  ,      23
16223.6  ,      20
16248.0  ,      21
16272.5  ,      26
16296.9  ,      23
16321.4  ,      16
16345.8  ,      23
16370.3  ,      13
16394.7  ,      19
16419.1  ,      16
16443.6  ,      20
16468.0  ,      18
16492.5  ,      20
16516.9  ,      21
16541.4  ,      20
16565.8  ,      15
16590.3  ,      23
16614.7  ,      18
16639.2  ,      32
16663.6  ,      27
16688.1  ,      22
16712.5  ,      26
16737.0  ,      24
16761.4  ,      33
16785.9  ,      37
16810.3  ,      38
16834.8  ,      42
16859.2  ,      29
16883.6  ,      35
16908.1  ,      49
16932.5  ,      41
16957.0  ,      43
16981.4  ,      58
17005.9  ,      47
17030.3  ,      37
17054.8  ,      41
17079.2  ,      48
17103.7  ,      53
17128.1  ,      50
17152.6  ,      52
17177.0  ,      50
17201.5  ,      50
17225.9  ,      58
17250.4  ,      62
17274.8  ,      45
17299.3  ,      41
17323.7  ,      40
17348.1  ,      48
17372.6  ,      31
17397.0  ,      38
17421.5  ,      36
17445.9  ,      30
17470.4  ,      37
17494.8  ,      21
17519.3  ,      28
17543.7  ,      31
17568.2  ,      26
17592.6  ,      35
17617.1  ,      46
17641.5  ,      42
17666.0  ,      42
17690.4  ,      48
17714.9  ,      35
17739.3  ,      30
17763.7  ,      29
17788.2  ,      33
17812.6  ,      22
17837.1  ,      18
17861.5  ,      17
17886.0  ,      12
17910.4  ,       9
17934.9  ,      15
17959.3  ,      10
17983.8  ,      11
18008.2  ,      17
18032.7  ,       9
18057.1  ,      26
18081.6  ,      19
18106.0  ,      23
18130.5  ,      22
18154.9  ,      27
18179.4  ,      24
18203.8  ,      33
18228.2  ,      45
18252.7  ,      40
18277.1  ,      54
18301.6  ,      49
18326.0  ,      37
18350.5  ,      52
18374.9  ,      36
18399.4  ,      23
18423.8  ,      20
18448.3  ,      18
18472.7  ,      16
18497.2  ,       6
18521.6  ,       9
18546.1  ,       8
18570.5  ,       5
18595.0  ,       6
18619.4  ,       4
18643.9  ,       4
18668.3  ,       2
18692.7  ,       3
18717.2  ,       1
18741.6  ,       3
18766.1  ,       5
18790.5  ,       6
18815.0  ,       7
18839.4  ,       5
18863.9  ,       4
18888.3  ,       4
18912.8  ,       2
18937.2  ,       5
18961.7  ,       5
18986.1  ,       4
19010.6  ,       8
19035.0  ,       6
19059.5  ,       4
19083.9  ,       5
19108.4  ,       4
19132.8  ,       8
19157.2  ,       5
19181.7  ,       6
19206.1  ,       5
19230.6  ,      11
19255.0  ,      10
19279.5  ,      10
19303.9  ,       9
19328.4  ,       2
19352.8  ,       4
19377.3  ,       7
19401.7  ,      14
19426.2  ,      15
19450.6  ,       9
19475.1  ,      13
19499.5  ,       8
19524.0  ,       6
19548.4  ,      10
19572.9  ,       9
19597.3  ,       8
19621.7  ,       9
19646.2  ,      12
19670.6  ,      15
19695.1  ,      16
19719.5  ,      10
19744.0  ,      17
19768.4  ,      17
19792.9  ,      10
19817.3  ,      11
19841.8  ,      16
19866.2  ,      11
19890.7  ,      13
19915.1  ,      13
19939.6  ,      12
19964.0  ,      11
19988.5  ,      15
20012.9  ,      12
20037.3  ,      11
20061.8  ,       5
20086.2  ,       9
20110.7  ,       8
20135.1  ,       9
20159.6  ,      12
20184.0  ,      13
20208.5  ,       7
20232.9  ,       7
20257.4  ,      10
20281.8  ,       5
20306.3  ,       4
20330.7  ,       7
20355.2  ,      10
20379.6  ,      10
20404.1  ,       3
20428.5  ,      11
20453.0  ,       6
20477.4  ,       5
20501.8  ,       1
20526.3  ,       2
20550.7  ,       9
20575.2  ,      10
20599.6  ,       8
20624.1  ,      10
20648.5  ,       5
20673.0  ,       8
20697.4  ,       3
20721.9  ,       7
20746.3  ,       6
20770.8  ,       5
20795.2  ,       5
20819.7  ,       6
20844.1  ,       2
20868.6  ,       6
20893.0  ,       5
20917.5  ,       2
20941.9  ,       4
20966.3  ,       6
20990.8  ,       2
21015.2  ,       3
21039.7  ,       1
21064.1  ,       4
21088.6  ,       4
21113.0  ,       4
21137.5  ,       3
21161.9  ,       2
21186.4  ,       5
21210.8  ,       3
21235.3  ,       4
21259.7  ,       2
21284.2  ,       1
21308.6  ,       7
21333.1  ,      12
21357.5  ,      15
21382.0  ,      14
21406.4  ,      11
21430.8  ,      10
21455.3  ,       8
21479.7  ,       6
21504.2  ,      14
21528.6  ,       5
21553.1  ,       2
21577.5  ,       8
21602.0  ,       5
21626.4  ,       6
21650.9  ,       7
21675.3  ,       2
21699.8  ,       4
21724.2  ,       5
21748.7  ,       3
21773.1  ,       4
21797.6  ,       8
21822.0  ,       1
21846.5  ,       5
21870.9  ,       7
21895.3  ,       1
21919.8  ,       4
21944.2  ,       5
21968.7  ,       7
21993.1  ,       3
22017.6  ,       6
22042.0  ,       4
22066.5  ,       4
22090.9  ,       4
22115.4  ,       4
22139.8  ,       5
22164.3  ,       0
22188.7  ,       3
22213.2  ,       1
22237.6  ,       4
22262.1  ,       5
22286.5  ,       4
22310.9  ,       4
22335.4  ,       0
22359.8  ,       3
22384.3  ,       4
22408.7  ,       2
22433.2  ,       3
22457.6  ,       1
22482.1  ,       3
22506.5  ,       3
22531.0  ,       3
22555.4  ,       3
22579.9  ,       0
22604.3  ,       3
22628.8  ,       3
22653.2  ,       2
22677.7  ,       1
22702.1  ,       3
22726.6  ,       1
22751.0  ,       4
22775.4  ,       0
22799.9  ,       3
22824.3  ,       3
22848.8  ,       4
22873.2  ,       2
22897.7  ,       4
22922.1  ,       4
22946.6  ,       2
22971.0  ,       5
22995.5  ,       2
23019.9  ,       1
23044.4  ,       4
23068.8  ,       2
23093.3  ,       4
23117.7  ,       2
23142.2  ,       2
23166.6  ,       1
23191.1  ,       1
23215.5  ,       0
23239.9  ,       5
23264.4  ,       1
23288.8  ,       6
23313.3  ,       1
23337.7  ,       2
23362.2  ,       1
23386.6  ,       2
23411.1  ,       0
23435.5  ,       0
23460.0  ,       0
23484.4  ,       4
23508.9  ,       2
23533.3  ,       4
23557.8  ,       3
23582.2  ,       0
23606.7  ,       3
23631.1  ,       3
23655.6  ,       2
23680.0  ,       1
23704.4  ,       3
23728.9  ,       7
23753.3  ,       3
23777.8  ,       2
23802.2  ,       3
23826.7  ,       0
23851.1  ,       3
23875.6  ,       4
23900.0  ,       2
23924.5  ,       1
23948.9  ,       3
23973.4  ,       2
23997.8  ,       2
24022.3  ,       2
24046.7  ,       1
24071.2  ,       1
24095.6  ,       3
24120.1  ,       0
24144.5  ,       1
24168.9  ,       0
24193.4  ,       1
24217.8  ,       3
24242.3  ,       1
24266.7  ,       1
24291.2  ,       2
24315.6  ,       2
24340.1  ,       3
24364.5  ,       4
24389.0  ,       0
24413.4  ,       1
24437.9  ,       2
24462.3  ,       9
24486.8  ,       1
24511.2  ,       2
24535.7  ,       1
24560.1  ,       2
24584.5  ,       2
24609.0  ,       2
24633.4  ,       2
24657.9  ,       3
24682.3  ,       2
24706.8  ,       1
24731.2  ,       3
24755.7  ,       4
24780.1  ,       3
24804.6  ,       4
24829.0  ,       6
24853.5  ,       4
24877.9  ,       1
24902.4  ,       2
24926.8  ,       2
24951.3  ,       6
24975.7  ,       3
25000.2  ,       6
25024.6  ,       4
25049.0  ,       1
25073.5  ,       5
25097.9  ,       2
25122.4  ,       1
25146.8  ,       2
25171.3  ,       3
25195.7  ,       3
25220.2  ,       5
25244.6  ,       3
25269.1  ,       3
25293.5  ,       1
25318.0  ,       6
25342.4  ,       3
25366.9  ,       4
25391.3  ,       4
25415.8  ,       4
25440.2  ,       3
25464.7  ,       6
25489.1  ,    7725
