"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.09    ,  0.48  
MgO     ,  8.10    ,  1.67  
Al2O3   ,  7.84    ,  0.38  
SiO2    , 38.90    ,  0.96  
P2O5    ,  0.95    ,  0.21  
SO3     , 14.61    ,  0.52  
Cl      ,  1.05    ,  0.10  
K2O     ,  0.56    ,  0.12  
CaO     ,  7.35    ,  0.21  
TiO2    ,  0.99    ,  0.21  
Cr2O3   ,  0.24    ,  0.08  
MnO     ,  0.20    ,  0.05  
FeO     , 16.86    ,  0.33  
Ni      ,  0.0822  ,  0.0130
Zn      ,  0.0717  ,  0.0085
Br      ,  0.0260  ,  0.0035
