"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.14    ,  0.48  
MgO     ,  8.47    ,  1.75  
Al2O3   ,  7.97    ,  0.38  
SiO2    , 40.93    ,  0.86  
P2O5    ,  1.05    ,  0.23  
SO3     , 11.97    ,  0.45  
Cl      ,  1.00    ,  0.10  
K2O     ,  0.52    ,  0.11  
CaO     ,  6.30    ,  0.20  
TiO2    ,  0.87    ,  0.19  
Cr2O3   ,  0.25    ,  0.06  
MnO     ,  0.25    ,  0.05  
FeO     , 18.02    ,  0.26  
Ni      ,  0.0699  ,  0.0125
Zn      ,  0.0657  ,  0.0080
Br      ,  0.0204  ,  0.0030
