"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.46    ,  0.14  
MgO     ,  6.97    ,  0.17  
Al2O3   ,  8.41    ,  0.19  
SiO2    , 44.96    ,  0.54  
P2O5    ,  0.91    ,  0.05  
SO3     ,  6.79    ,  0.10  
Cl      ,  1.27    ,  0.02  
K2O     ,  0.84    ,  0.04  
CaO     ,  4.18    ,  0.04  
TiO2    ,  1.05    ,  0.03  
Cr2O3   ,  0.33    ,  0.01  
MnO     ,  0.22    ,  0.01  
FeO     , 21.28    ,  0.26  
Ni      ,  0.0744  ,  0.0040
Zn      ,  0.0965  ,  0.0030
Br      ,  0.0740  ,  0.0025
