"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.59    ,  0.14  
MgO     ,  6.83    ,  0.17  
Al2O3   ,  9.09    ,  0.19  
SiO2    , 46.54    ,  0.54  
P2O5    ,  1.35    ,  0.07  
SO3     ,  4.30    ,  0.10  
Cl      ,  1.92    ,  0.04  
K2O     ,  1.12    ,  0.04  
CaO     ,  3.38    ,  0.06  
TiO2    ,  1.14    ,  0.05  
Cr2O3   ,  0.35    ,  0.03  
MnO     ,  0.42    ,  0.03  
FeO     , 20.49    ,  0.26  
Ni      ,  0.0964  ,  0.0050
Zn      ,  0.1953  ,  0.0060
Br      ,  0.0754  ,  0.0025
