"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.57    ,  0.14  
MgO     ,  5.99    ,  0.17  
Al2O3   ,  9.22    ,  0.19  
SiO2    , 47.41    ,  0.54  
P2O5    ,  0.87    ,  0.05  
SO3     ,  9.93    ,  0.12  
Cl      ,  1.28    ,  0.03  
K2O     ,  0.94    ,  0.04  
CaO     ,  5.74    ,  0.07  
TiO2    ,  0.87    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.16    ,  0.01  
FeO     , 14.36    ,  0.20  
Ni      ,  0.1024  ,  0.0055
Zn      ,  0.1144  ,  0.0035
Br      ,  0.0122  ,  0.0005
