"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.81    ,  0.14  
MgO     ,  5.41    ,  0.17  
Al2O3   , 11.77    ,  0.29  
SiO2    , 50.09    ,  0.54  
P2O5    ,  1.30    ,  0.07  
SO3     ,  8.06    ,  0.10  
Cl      ,  0.95    ,  0.02  
K2O     ,  0.65    ,  0.02  
CaO     ,  4.12    ,  0.04  
TiO2    ,  1.07    ,  0.03  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.30    ,  0.01  
FeO     , 12.74    ,  0.13  
Ni      ,  0.1007  ,  0.0055
Zn      ,  0.1855  ,  0.0060
Br      ,  0.0091  ,  0.0005
