"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.61    ,  0.14  
MgO     ,  5.01    ,  0.17  
Al2O3   ,  9.39    ,  0.19  
SiO2    , 48.83    ,  0.54  
P2O5    ,  0.67    ,  0.05  
SO3     ,  3.68    ,  0.05  
Cl      ,  1.12    ,  0.02  
K2O     ,  1.36    ,  0.05  
CaO     ,  2.80    ,  0.04  
TiO2    ,  1.14    ,  0.05  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.10    ,  0.01  
FeO     , 22.66    ,  0.26  
Ni      ,  0.0883  ,  0.0045
Zn      ,  0.1217  ,  0.0040
Br      ,  0.0038  ,  0.0005
