"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.80    ,  0.14  
MgO     ,  5.41    ,  0.17  
Al2O3   , 10.64    ,  0.29  
SiO2    , 54.26    ,  0.64  
P2O5    ,  0.65    ,  0.05  
SO3     ,  3.12    ,  0.05  
Cl      ,  0.85    ,  0.02  
K2O     ,  1.07    ,  0.04  
CaO     ,  3.03    ,  0.04  
TiO2    ,  1.01    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.16    ,  0.01  
FeO     , 16.43    ,  0.20  
Ni      ,  0.0904  ,  0.0050
Zn      ,  0.0818  ,  0.0025
Br      ,  0.0022  ,  0.0005
