"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.38    ,  0.27  
MgO     ,  5.73    ,  0.33  
Al2O3   ,  9.10    ,  0.38  
SiO2    , 47.98    ,  0.75  
P2O5    ,  1.03    ,  0.09  
SO3     ,  6.37    ,  0.25  
Cl      ,  1.11    ,  0.07  
K2O     ,  0.94    ,  0.05  
CaO     ,  4.19    ,  0.11  
TiO2    ,  1.03    ,  0.10  
Cr2O3   ,  0.26    ,  0.05  
MnO     ,  0.18    ,  0.04  
FeO     , 19.38    ,  0.26  
Ni      ,  0.0890  ,  0.0080
Zn      ,  0.1147  ,  0.0060
Br      ,  0.0165  ,  0.0015
