"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.52    ,  0.14  
MgO     ,  6.50    ,  0.17  
Al2O3   ,  8.77    ,  0.19  
SiO2    , 46.08    ,  0.64  
P2O5    ,  0.95    ,  0.07  
SO3     ,  6.12    ,  0.15  
Cl      ,  1.65    ,  0.05  
K2O     ,  0.86    ,  0.04  
CaO     ,  3.92    ,  0.07  
TiO2    ,  1.05    ,  0.07  
Cr2O3   ,  0.34    ,  0.03  
MnO     ,  0.35    ,  0.03  
FeO     , 20.49    ,  0.26  
Ni      ,  0.1067  ,  0.0055
Zn      ,  0.1211  ,  0.0040
Br      ,  0.0078  ,  0.0010
